cycle,name,latent_period
57,Residents117,2
142,Residents119,8
277,Residents18,2
289,Staff12,7
311,Residents20,2
371,Residents15,4
376,Residents48,4
378,Staff78,7
403,Residents68,5
403,Residents66,4
411,Staff162,5
423,Staff144,2
428,Staff11,5
448,Staff59,6
455,Staff63,2
458,Residents70,2
459,Staff95,5
466,Staff124,3
472,Staff82,3
473,Staff142,2
473,Staff65,2
475,Staff77,5
475,Staff7,7
476,Staff126,2
477,Residents65,3
480,Staff28,6
484,Staff30,2
493,Residents49,5
499,Staff49,2
522,Residents63,7
531,Staff1,3
553,Staff38,9
557,Staff21,4
572,Residents82,6
577,Residents11,2
593,Staff137,5
601,Staff123,2
620,Staff116,5
623,Residents71,2
623,Staff114,4
625,Staff15,6
627,Staff164,5
627,Staff41,4
629,Staff69,4
630,Residents76,8
647,Staff94,4
652,Staff50,7
652,Staff33,6
665,Staff52,4
666,Staff2,8
712,Residents75,7
725,Residents144,3
746,Staff53,8
763,Residents138,5
771,Residents40,7
796,Residents27,7
840,Staff163,5
864,Staff158,5
866,Staff55,5
969,Residents29,6
986,Staff89,7
1008,Staff168,9
1011,Residents28,6
