cycle,name,latent_period
140,Residents158,3
140,Residents157,2
248,Residents150,4
249,Residents59,2
249,Residents85,7
251,Residents104,4
258,Residents58,9
264,Staff84,4
272,Residents152,2
276,Residents0,2
278,Residents22,8
293,Residents8,4
293,Residents103,7
305,Residents44,3
312,Residents99,2
313,Residents57,9
329,Residents2,3
329,Staff156,7
331,Staff164,5
332,Residents21,2
342,Residents68,2
345,Residents151,2
356,Residents100,3
360,Residents81,9
364,Staff166,5
389,Residents67,5
390,Residents7,2
401,Residents42,3
402,Residents102,4
414,Residents23,7
419,Residents43,7
420,Residents89,4
448,Staff55,2
450,Residents112,7
450,Staff28,5
462,Residents83,8
466,Residents78,8
471,Residents115,6
479,Residents116,3
484,Residents60,9
485,Residents114,7
487,Residents159,7
498,Staff135,4
505,Residents61,4
507,Residents64,4
516,Residents38,4
522,Residents36,2
530,Residents5,4
534,Residents113,9
551,Residents87,2
559,Residents161,8
576,Residents153,8
578,Staff90,9
578,Staff134,7
605,Staff21,5
620,Residents47,7
623,Staff60,4
625,Residents62,2
628,Residents65,3
645,Residents84,3
645,Residents130,3
703,Residents129,6
789,Residents50,5
819,Staff66,6
836,Residents48,4
892,Residents53,4
904,Residents52,2
