cycle,name,latent_period
115,Staff161,2
177,Residents98,3
184,Staff144,2
186,Staff158,2
208,Staff89,2
209,Residents2,7
242,Staff155,4
260,Residents128,2
291,Staff61,7
293,Staff23,4
307,Staff133,5
322,Residents126,5
329,Staff125,5
362,Residents17,4
363,Staff103,2
376,Staff65,4
387,Residents71,5
391,Residents13,4
393,Residents125,9
394,Residents134,5
421,Staff26,6
437,Residents86,5
451,Staff62,2
452,Staff2,8
456,Staff84,5
465,Residents70,8
475,Staff70,3
476,Staff105,6
482,Residents99,2
483,Residents163,3
499,Residents170,6
502,Residents37,8
507,Residents35,2
509,Residents135,2
554,Staff30,4
571,Staff85,4
587,Residents123,4
593,Staff43,7
596,Staff111,8
661,Residents39,6
667,Residents46,3
693,Staff77,6
727,Residents156,4
763,Residents45,4
767,Residents47,2
786,Staff127,4
811,Staff167,2
831,Staff35,4
1067,Residents172,8
1148,Residents167,6
1229,Staff163,4
1286,Residents171,9
