cycle,name,latent_period
60,Residents49,7
95,Residents50,3
95,Residents45,3
163,Residents46,8
301,Residents30,2
314,Staff22,2
332,Residents39,3
340,Residents10,8
360,Residents31,8
360,Staff82,7
361,Residents68,2
373,Residents63,2
373,Residents72,7
376,Residents162,6
399,Residents95,3
405,Residents71,4
411,Staff162,6
412,Residents73,9
414,Residents43,5
426,Residents66,6
427,Residents27,2
428,Residents65,9
430,Residents67,4
432,Residents29,6
434,Staff169,3
434,Staff160,2
435,Residents79,8
436,Residents81,3
438,Residents53,4
442,Residents168,6
443,Residents82,2
449,Residents52,8
452,Residents166,6
453,Residents91,5
455,Staff0,3
459,Staff101,4
461,Residents70,4
463,Residents145,2
469,Residents62,8
475,Residents12,9
481,Residents24,8
482,Residents141,8
483,Residents33,8
484,Residents34,5
485,Residents51,7
490,Residents89,4
491,Residents138,5
493,Residents64,4
497,Staff164,9
499,Residents37,8
503,Staff67,6
508,Residents69,5
510,Residents15,9
521,Residents17,3
524,Residents19,4
527,Residents144,5
533,Staff14,4
551,Residents99,5
552,Staff117,4
556,Residents0,5
559,Residents9,2
560,Residents167,4
571,Residents74,2
572,Residents147,6
575,Residents78,5
578,Staff132,7
581,Residents143,6
586,Residents146,8
594,Residents90,5
618,Residents35,8
632,Residents16,9
638,Residents1,7
641,Residents88,2
648,Residents103,6
659,Staff155,2
663,Residents165,4
672,Residents60,5
692,Residents122,5
692,Staff47,7
697,Residents173,9
701,Residents2,7
703,Residents100,4
713,Residents18,2
717,Residents26,4
726,Residents104,4
732,Residents85,6
737,Residents87,5
754,Residents36,7
787,Staff143,6
799,Residents142,7
816,Residents93,4
851,Residents114,3
856,Residents115,4
877,Residents112,6
878,Residents117,8
914,Residents159,3
925,Residents84,6
972,Residents118,5
998,Residents116,2
1006,Residents113,3
1122,Staff119,3
1123,Staff112,4
1142,Residents13,8
1147,Residents170,9
