cycle,name,latent_period
169,Staff0,2
207,Residents63,9
210,Residents64,2
212,Residents60,8
220,Staff18,4
231,Residents23,6
239,Residents21,8
243,Residents132,2
268,Staff10,2
290,Staff64,8
314,Staff70,4
326,Residents46,6
365,Residents130,6
369,Residents22,6
399,Residents47,5
410,Residents45,3
427,Residents119,5
429,Residents61,7
433,Staff41,6
437,Staff99,8
443,Residents8,4
453,Staff73,2
462,Residents89,6
466,Residents54,3
470,Residents56,5
472,Residents59,4
480,Residents86,2
485,Residents118,7
493,Residents108,5
493,Residents152,2
520,Residents147,4
525,Staff29,2
536,Residents149,2
546,Residents153,5
547,Staff35,6
557,Residents109,3
566,Residents88,3
572,Residents85,8
584,Residents7,6
591,Residents3,3
612,Residents151,2
619,Residents58,4
643,Staff47,9
726,Residents55,2
932,Staff4,7
