cycle,name,latent_period
50,Staff102,9
63,Residents144,2
98,Residents145,7
132,Residents46,7
145,Residents2,8
152,Staff11,4
155,Residents12,4
157,Staff81,8
159,Residents14,2
160,Staff143,6
166,Residents146,3
167,Residents0,4
169,Staff101,5
179,Residents10,5
180,Residents32,4
183,Residents110,3
195,Staff18,3
210,Residents22,4
214,Residents122,5
216,Staff121,9
220,Staff151,2
222,Residents82,7
244,Residents96,2
246,Residents86,7
250,Staff82,4
251,Residents70,2
267,Residents69,7
276,Residents39,3
284,Residents19,4
287,Staff12,7
289,Staff83,9
290,Staff131,5
293,Residents73,6
293,Staff162,2
300,Residents11,5
301,Residents76,5
314,Residents71,2
318,Residents48,4
321,Residents38,5
328,Residents136,3
329,Residents97,2
330,Residents172,2
332,Residents135,4
352,Residents50,2
366,Residents49,6
383,Staff1,6
384,Residents134,5
388,Residents171,9
389,Residents28,5
392,Residents30,8
398,Residents83,3
401,Residents150,8
402,Staff111,4
412,Staff79,2
419,Residents163,5
435,Staff132,8
452,Staff67,2
455,Residents99,5
457,Staff91,2
459,Residents100,9
473,Staff9,2
474,Staff26,8
485,Residents55,7
507,Staff27,6
537,Residents72,2
549,Residents16,4
552,Residents27,9
575,Residents62,2
578,Residents101,7
602,Residents164,4
666,Residents61,3
699,Staff46,7
764,Staff120,3
784,Residents57,5
828,Residents29,2
946,Residents77,7
965,Staff168,3
