cycle,name,latent_period
63,Residents134,2
112,Residents132,4
264,Staff70,8
296,Residents79,5
302,Residents82,7
311,Staff167,2
326,Residents40,4
405,Staff139,6
442,Staff162,4
449,Residents128,4
452,Residents127,3
458,Residents78,6
476,Staff112,6
483,Residents142,3
493,Staff77,5
513,Residents143,3
522,Staff22,4
538,Residents140,4
542,Residents94,2
543,Residents126,3
557,Residents71,8
557,Staff66,2
558,Residents83,7
562,Residents2,9
563,Residents158,4
569,Staff15,5
583,Residents58,6
584,Residents153,2
590,Residents3,4
610,Residents5,6
616,Residents95,2
618,Residents100,4
624,Residents0,8
626,Residents38,3
644,Residents44,2
649,Residents26,2
659,Residents150,7
665,Staff32,8
677,Residents99,5
680,Residents36,2
682,Residents53,9
688,Residents163,9
700,Residents6,5
701,Staff82,7
702,Residents96,6
706,Staff113,2
711,Residents152,4
714,Residents155,3
724,Residents108,4
725,Residents37,2
727,Residents54,3
738,Residents162,8
747,Residents138,6
753,Residents123,2
756,Residents157,3
774,Residents129,2
780,Residents8,8
784,Residents104,4
792,Staff154,8
795,Staff30,7
795,Staff141,9
809,Residents15,3
817,Residents166,5
840,Staff93,4
840,Staff149,9
866,Residents151,4
873,Residents109,2
894,Residents120,2
916,Residents55,3
932,Residents92,9
952,Residents110,5
952,Residents122,7
970,Residents59,9
991,Residents57,7
1065,Residents101,8
1110,Residents47,6
1197,Residents45,6
