cycle,name,latent_period
98,Residents39,6
119,Residents110,4
143,Residents41,2
152,Residents108,4
167,Staff79,7
168,Residents159,5
171,Residents131,4
183,Residents130,5
187,Residents161,3
187,Staff155,8
193,Staff48,3
196,Staff157,7
239,Staff62,2
243,Staff40,6
255,Residents154,4
275,Residents2,5
289,Residents125,8
289,Residents97,5
299,Residents151,7
301,Staff36,8
312,Residents0,6
313,Residents29,8
316,Residents152,2
320,Residents28,2
328,Residents132,2
331,Residents77,8
351,Residents92,4
361,Residents42,4
370,Residents153,4
384,Residents123,4
396,Residents80,3
407,Residents32,2
408,Staff68,4
410,Residents75,8
421,Residents96,2
421,Residents134,7
427,Residents160,6
428,Residents156,2
435,Residents72,2
436,Staff65,2
452,Staff60,3
455,Residents90,6
473,Staff136,8
475,Residents166,5
476,Residents171,5
478,Residents70,2
480,Residents164,2
480,Staff103,5
488,Staff112,3
494,Residents146,3
496,Staff147,7
497,Residents98,3
505,Residents150,4
507,Staff167,3
514,Residents4,4
525,Residents27,2
530,Residents69,7
531,Residents3,8
553,Residents167,4
554,Residents67,3
557,Residents58,2
595,Residents158,7
605,Residents59,5
615,Residents61,5
622,Residents62,9
624,Residents165,8
651,Staff137,2
661,Residents57,3
672,Residents66,7
699,Residents68,4
705,Residents34,6
710,Residents63,9
717,Residents33,7
721,Residents148,4
739,Residents65,8
748,Residents149,2
759,Residents46,9
765,Staff128,9
794,Residents78,2
804,Residents147,2
819,Staff67,3
845,Residents82,8
851,Residents83,6
856,Residents93,2
883,Residents79,2
903,Residents71,5
949,Residents1,5
953,Residents95,2
964,Residents94,2
979,Residents14,4
988,Staff49,4
999,Residents81,3
1006,Residents168,3
1008,Staff107,2
1009,Residents87,2
1038,Residents137,4
1057,Residents10,3
1075,Residents170,4
1086,Residents120,9
1105,Staff27,4
1108,Residents84,2
1115,Residents74,3
1116,Residents169,9
1120,Residents88,3
1134,Residents12,4
1201,Residents44,9
1202,Staff131,5
1226,Residents17,4
1236,Residents5,5
1261,Residents16,6
1264,Staff86,3
1345,Residents13,8
1398,Residents20,6
1415,Residents15,8
1435,Residents43,8
1445,Staff102,7
1461,Residents45,5
1466,Residents8,5
1624,Residents18,6
1634,Residents144,7
