cycle,name,Type,ResTurn
7,Staff29,CN,0
7,Staff30,CN,0
7,Staff31,CN,0
7,Staff35,CN,0
7,Staff71,CN,0
7,Staff75,CN,0
7,Staff76,RN,0
7,Staff85,LPN,0
7,Staff102,CN,0
7,Staff104,CN,0
7,Staff107,CN,0
7,Staff114,CN,0
7,Staff118,RN,0
7,Staff121,CN,0
7,Staff128,CN,0
7,Staff147,CN,0
7,Staff151,LPN,0
7,Staff164,RN,0
7,Staff165,CN,0
15,Staff2,CN,0
15,Staff5,CN,0
15,Staff7,RN,0
15,Staff9,CN,0
15,Staff10,CN,0
15,Staff12,CN,0
15,Staff13,CN,0
15,Staff14,CN,0
15,Staff15,CN,0
15,Staff16,CN,0
15,Staff17,LPN,0
15,Staff18,CN,0
15,Staff21,CN,0
15,Staff22,CN,0
15,Staff26,CN,0
15,Staff32,CN,0
15,Staff33,CN,0
15,Staff36,CN,0
15,Staff38,LPN,0
15,Staff40,CN,0
15,Staff43,LPN,0
15,Staff48,LPN,0
15,Staff50,CN,0
15,Staff51,CN,0
15,Staff54,CN,0
15,Staff56,CN,0
15,Staff58,LPN,0
15,Staff59,CN,0
15,Staff61,RN,0
15,Staff65,CN,0
15,Staff67,CN,0
15,Staff68,CN,0
15,Staff70,CN,0
15,Staff74,CN,0
15,Staff81,CN,0
15,Staff84,CN,0
15,Staff87,LPN,0
15,Staff90,RN,0
15,Staff91,CN,0
15,Staff92,CN,0
15,Staff98,RN,0
15,Staff99,CN,0
15,Staff101,CN,0
15,Staff103,CN,0
15,Staff105,CN,0
15,Staff106,CN,0
15,Staff108,CN,0
15,Staff111,LPN,0
15,Staff112,CN,0
15,Staff113,LPN,0
15,Staff115,LPN,0
15,Staff116,CN,0
15,Staff117,CN,0
15,Staff120,CN,0
15,Staff123,CN,0
15,Staff124,CN,0
15,Staff125,CN,0
15,Staff126,CN,0
15,Staff127,CN,0
15,Staff129,LPN,0
15,Staff130,CN,0
15,Staff131,CN,0
15,Staff132,CN,0
15,Staff138,RN,0
15,Staff139,CN,0
15,Staff141,LPN,0
15,Staff142,CN,0
15,Staff144,CN,0
15,Staff146,CN,0
15,Staff148,LPN,0
15,Staff149,LPN,0
15,Staff150,CN,0
15,Staff152,RN,0
15,Staff155,CN,0
15,Staff156,CN,0
15,Staff157,LPN,0
15,Staff158,CN,0
15,Staff159,RN,0
15,Staff160,CN,0
15,Staff162,CN,0
15,Staff163,CN,0
15,Staff166,CN,0
15,Staff167,CN,0
15,Staff168,CN,0
15,Staff169,CN,0
23,Staff0,CN,3
23,Staff1,CN,1
23,Staff3,CN,1
23,Staff4,CN,1
23,Staff6,LPN,14
23,Staff8,CN,2
23,Staff11,CN,0
23,Staff19,CN,4
23,Staff20,CN,0
23,Staff23,CN,0
23,Staff24,CN,3
23,Staff25,RN,3
23,Staff27,CN,2
23,Staff28,CN,3
23,Staff34,CN,1
23,Staff37,CN,1
23,Staff39,RN,5
23,Staff41,CN,2
23,Staff42,LPN,21
23,Staff44,CN,1
23,Staff45,CN,1
23,Staff46,CN,3
23,Staff47,RN,4
23,Staff49,CN,3
23,Staff52,CN,3
23,Staff53,CN,1
23,Staff55,LPN,25
23,Staff57,CN,2
23,Staff60,CN,0
23,Staff62,CN,1
23,Staff63,RN,4
23,Staff64,RN,3
23,Staff66,RN,4
23,Staff69,CN,2
23,Staff72,CN,0
23,Staff73,CN,1
23,Staff77,CN,2
23,Staff78,LPN,21
23,Staff79,CN,0
23,Staff80,CN,3
23,Staff82,CN,1
23,Staff83,LPN,22
23,Staff86,CN,2
23,Staff88,RN,5
23,Staff89,LPN,17
23,Staff93,CN,1
23,Staff94,LPN,21
23,Staff95,CN,1
23,Staff96,CN,1
23,Staff97,RN,6
23,Staff100,CN,2
23,Staff109,CN,0
23,Staff110,CN,2
23,Staff119,CN,1
23,Staff122,CN,3
23,Staff133,CN,0
23,Staff134,CN,3
23,Staff135,CN,1
23,Staff136,CN,1
23,Staff137,CN,1
23,Staff140,RN,6
23,Staff143,CN,1
23,Staff145,CN,2
23,Staff153,CN,4
23,Staff154,CN,2
23,Staff161,RN,4
31,Staff29,CN,1
31,Staff30,CN,1
31,Staff31,CN,3
31,Staff35,CN,3
31,Staff71,CN,4
31,Staff75,CN,3
31,Staff76,RN,6
31,Staff85,LPN,19
31,Staff102,CN,3
31,Staff104,CN,3
31,Staff107,CN,2
31,Staff114,CN,0
31,Staff118,RN,4
31,Staff121,CN,1
31,Staff128,CN,4
31,Staff147,CN,1
31,Staff151,LPN,20
31,Staff164,RN,7
31,Staff165,CN,3
39,Staff2,CN,1
39,Staff5,CN,1
39,Staff7,RN,5
39,Staff9,CN,1
39,Staff10,CN,2
39,Staff12,CN,2
39,Staff13,CN,2
39,Staff14,CN,2
39,Staff15,CN,4
39,Staff16,CN,2
39,Staff17,LPN,16
39,Staff18,CN,2
39,Staff21,CN,2
39,Staff22,CN,2
39,Staff26,CN,3
39,Staff32,CN,1
39,Staff33,CN,3
39,Staff36,CN,0
39,Staff38,LPN,17
39,Staff40,CN,2
39,Staff43,LPN,31
39,Staff48,LPN,21
39,Staff50,CN,1
39,Staff51,CN,2
39,Staff54,CN,2
39,Staff56,CN,2
39,Staff58,LPN,19
39,Staff59,CN,0
39,Staff61,RN,6
39,Staff65,CN,1
39,Staff67,CN,2
39,Staff68,CN,5
39,Staff70,CN,1
39,Staff74,CN,3
39,Staff81,CN,4
39,Staff84,CN,3
39,Staff87,LPN,17
39,Staff90,RN,5
39,Staff91,CN,4
39,Staff92,CN,1
39,Staff98,RN,7
39,Staff99,CN,3
39,Staff101,CN,1
39,Staff103,CN,0
39,Staff105,CN,3
39,Staff106,CN,0
39,Staff108,CN,2
39,Staff111,LPN,22
39,Staff112,CN,2
39,Staff113,LPN,21
39,Staff115,LPN,14
39,Staff116,CN,0
39,Staff117,CN,2
39,Staff120,CN,1
39,Staff123,CN,3
39,Staff124,CN,3
39,Staff125,CN,3
39,Staff126,CN,4
39,Staff127,CN,1
39,Staff129,LPN,25
39,Staff130,CN,1
39,Staff131,CN,1
39,Staff132,CN,2
39,Staff138,RN,5
39,Staff139,CN,3
39,Staff141,LPN,18
39,Staff142,CN,2
