cycle,name,Type,ResTurn
7,Staff2,CN,0
7,Staff9,CN,0
7,Staff12,RN,0
7,Staff14,CN,0
7,Staff17,RN,0
7,Staff21,LPN,0
7,Staff22,LPN,0
7,Staff27,CN,0
7,Staff29,CN,0
7,Staff30,CN,0
7,Staff35,CN,0
7,Staff39,CN,0
7,Staff46,CN,0
7,Staff53,CN,0
7,Staff54,RN,0
7,Staff60,CN,0
7,Staff62,CN,0
7,Staff63,RN,0
7,Staff72,CN,0
7,Staff102,CN,0
7,Staff108,LPN,0
7,Staff113,LPN,0
7,Staff126,CN,0
7,Staff129,CN,0
7,Staff133,RN,0
7,Staff155,CN,0
7,Staff161,RN,0
7,Staff166,CN,0
7,Staff167,CN,0
15,Staff0,RN,0
15,Staff1,RN,0
15,Staff3,RN,0
15,Staff4,CN,0
15,Staff7,CN,0
15,Staff10,CN,0
15,Staff15,RN,0
15,Staff16,CN,0
15,Staff19,RN,0
15,Staff20,RN,0
15,Staff24,CN,0
15,Staff26,RN,0
15,Staff37,LPN,0
15,Staff40,CN,0
15,Staff41,CN,0
15,Staff42,CN,0
15,Staff43,CN,0
15,Staff48,CN,0
15,Staff52,RN,0
15,Staff55,RN,0
15,Staff56,CN,0
15,Staff58,CN,0
15,Staff61,LPN,0
15,Staff67,RN,0
15,Staff68,LPN,0
15,Staff69,LPN,0
15,Staff71,CN,0
15,Staff74,LPN,0
15,Staff75,CN,0
15,Staff76,RN,0
15,Staff83,CN,0
15,Staff85,LPN,0
15,Staff86,CN,0
15,Staff87,LPN,0
15,Staff89,CN,0
15,Staff92,RN,0
15,Staff94,LPN,0
15,Staff95,CN,0
15,Staff96,LPN,0
15,Staff98,CN,0
15,Staff100,RN,0
15,Staff106,RN,0
15,Staff107,LPN,0
15,Staff109,CN,0
15,Staff114,CN,0
15,Staff115,CN,0
15,Staff118,CN,0
15,Staff120,CN,0
15,Staff121,LPN,0
15,Staff122,CN,0
15,Staff123,CN,0
15,Staff124,CN,0
15,Staff125,CN,0
15,Staff140,RN,0
15,Staff141,CN,0
15,Staff142,CN,0
15,Staff145,LPN,0
15,Staff147,CN,0
15,Staff154,CN,0
15,Staff158,CN,0
15,Staff160,LPN,0
15,Staff163,LPN,0
15,Staff164,CN,0
15,Staff165,LPN,0
15,Staff168,CN,0
23,Staff5,CN,3
23,Staff6,RN,5
23,Staff8,CN,1
23,Staff11,CN,1
23,Staff13,CN,1
23,Staff18,CN,0
23,Staff23,CN,2
23,Staff25,CN,2
23,Staff28,CN,2
23,Staff31,CN,3
23,Staff32,CN,1
23,Staff33,CN,1
23,Staff34,LPN,20
23,Staff36,LPN,19
23,Staff38,CN,1
23,Staff44,CN,3
23,Staff45,RN,5
23,Staff47,LPN,15
23,Staff49,CN,3
23,Staff50,CN,1
23,Staff51,CN,2
23,Staff57,CN,2
23,Staff59,RN,3
23,Staff64,CN,2
23,Staff65,LPN,10
23,Staff66,CN,2
23,Staff70,LPN,13
23,Staff73,CN,2
23,Staff77,LPN,18
23,Staff78,CN,3
23,Staff79,LPN,13
23,Staff80,CN,1
23,Staff81,CN,2
23,Staff82,CN,2
23,Staff84,CN,2
23,Staff88,CN,0
23,Staff90,LPN,16
23,Staff91,CN,1
23,Staff93,RN,5
23,Staff97,CN,2
23,Staff99,CN,0
23,Staff101,CN,2
23,Staff103,LPN,19
23,Staff104,CN,3
23,Staff105,CN,1
23,Staff110,LPN,15
23,Staff111,CN,0
23,Staff112,CN,1
23,Staff116,CN,2
23,Staff117,CN,3
23,Staff119,RN,6
23,Staff127,CN,2
23,Staff128,CN,1
23,Staff130,CN,1
23,Staff131,CN,2
23,Staff132,CN,1
23,Staff134,CN,4
23,Staff135,CN,3
23,Staff136,LPN,20
23,Staff137,CN,1
23,Staff138,CN,2
23,Staff139,CN,5
23,Staff143,CN,2
23,Staff144,RN,4
23,Staff146,CN,0
23,Staff148,LPN,19
23,Staff149,CN,1
23,Staff150,LPN,8
23,Staff151,CN,2
23,Staff152,LPN,21
23,Staff153,RN,4
23,Staff156,CN,3
23,Staff157,CN,2
23,Staff159,CN,1
23,Staff162,CN,1
23,Staff169,CN,1
31,Staff2,CN,2
31,Staff9,CN,1
31,Staff12,RN,2
31,Staff14,CN,2
31,Staff17,RN,5
31,Staff21,LPN,13
31,Staff22,LPN,23
31,Staff27,CN,1
31,Staff29,CN,4
31,Staff30,CN,6
31,Staff35,CN,2
31,Staff39,CN,0
31,Staff46,CN,4
31,Staff53,CN,2
31,Staff54,RN,5
31,Staff60,CN,1
31,Staff62,CN,0
31,Staff63,RN,5
31,Staff72,CN,4
31,Staff102,CN,3
31,Staff108,LPN,22
31,Staff113,LPN,20
31,Staff126,CN,3
31,Staff129,CN,3
31,Staff133,RN,5
31,Staff155,CN,1
31,Staff161,RN,7
31,Staff166,CN,5
31,Staff167,CN,2
39,Staff0,RN,5
39,Staff1,RN,4
39,Staff3,RN,4
39,Staff4,CN,1
39,Staff7,CN,1
39,Staff10,CN,2
39,Staff15,RN,6
39,Staff16,CN,3
39,Staff19,RN,5
39,Staff20,RN,7
39,Staff24,CN,3
39,Staff26,RN,5
39,Staff37,LPN,22
39,Staff40,CN,2
39,Staff41,CN,2
39,Staff42,CN,1
39,Staff43,CN,2
39,Staff48,CN,2
39,Staff52,RN,3
39,Staff55,RN,4
39,Staff56,CN,2
39,Staff58,CN,1
39,Staff61,LPN,13
39,Staff67,RN,6
39,Staff68,LPN,11
39,Staff69,LPN,26
39,Staff71,CN,2
39,Staff74,LPN,16
39,Staff75,CN,1
39,Staff76,RN,6
39,Staff83,CN,1
39,Staff85,LPN,13
39,Staff86,CN,1
39,Staff87,LPN,17
39,Staff89,CN,3
39,Staff92,RN,4
39,Staff94,LPN,22
39,Staff95,CN,3
39,Staff96,LPN,11
39,Staff98,CN,3
39,Staff100,RN,3
39,Staff106,RN,5
39,Staff107,LPN,24
39,Staff109,CN,3
39,Staff114,CN,0
39,Staff115,CN,2
39,Staff118,CN,3
39,Staff120,CN,3
39,Staff121,LPN,15
39,Staff122,CN,2
39,Staff123,CN,4
39,Staff124,CN,2
39,Staff125,CN,3
39,Staff140,RN,4
39,Staff141,CN,3
39,Staff142,CN,2
39,Staff145,LPN,24
39,Staff147,CN,2
39,Staff154,CN,0
39,Staff158,CN,1
