cycle,name,Type,ResTurn
7,Staff2,CN,0
7,Staff4,CN,0
7,Staff11,LPN,0
7,Staff19,LPN,0
7,Staff36,CN,0
7,Staff60,LPN,0
7,Staff71,CN,0
7,Staff79,CN,0
7,Staff80,LPN,0
7,Staff87,CN,0
7,Staff88,LPN,0
7,Staff94,CN,0
7,Staff95,CN,0
7,Staff98,LPN,0
7,Staff118,RN,0
7,Staff134,CN,0
7,Staff135,RN,0
7,Staff141,CN,0
7,Staff152,CN,0
7,Staff154,CN,0
7,Staff155,RN,0
7,Staff161,CN,0
7,Staff162,RN,0
7,Staff169,LPN,0
15,Staff1,RN,0
15,Staff6,CN,0
15,Staff7,CN,0
15,Staff12,CN,0
15,Staff14,RN,0
15,Staff18,RN,0
15,Staff23,RN,0
15,Staff24,LPN,0
15,Staff26,CN,0
15,Staff28,LPN,0
15,Staff29,RN,0
15,Staff30,CN,0
15,Staff35,CN,0
15,Staff37,LPN,0
15,Staff38,CN,0
15,Staff41,RN,0
15,Staff42,CN,0
15,Staff43,CN,0
15,Staff45,CN,0
15,Staff46,CN,0
15,Staff47,LPN,0
15,Staff48,CN,0
15,Staff50,LPN,0
15,Staff54,CN,0
15,Staff55,RN,0
15,Staff57,CN,0
15,Staff58,RN,0
15,Staff61,CN,0
15,Staff64,LPN,0
15,Staff66,CN,0
15,Staff67,CN,0
15,Staff68,RN,0
15,Staff70,CN,0
15,Staff73,CN,0
15,Staff77,CN,0
15,Staff82,CN,0
15,Staff83,LPN,0
15,Staff84,CN,0
15,Staff85,CN,0
15,Staff86,CN,0
15,Staff89,LPN,0
15,Staff90,RN,0
15,Staff93,LPN,0
15,Staff96,CN,0
15,Staff97,LPN,0
15,Staff102,CN,0
15,Staff103,CN,0
15,Staff104,CN,0
15,Staff110,CN,0
15,Staff112,CN,0
15,Staff116,CN,0
15,Staff120,LPN,0
15,Staff122,LPN,0
15,Staff123,CN,0
15,Staff124,CN,0
15,Staff129,CN,0
15,Staff130,CN,0
15,Staff131,RN,0
15,Staff132,CN,0
15,Staff138,CN,0
15,Staff142,CN,0
15,Staff143,CN,0
15,Staff153,CN,0
15,Staff156,CN,0
15,Staff163,CN,0
15,Staff165,RN,0
23,Staff0,CN,3
23,Staff3,LPN,19
23,Staff5,CN,2
23,Staff8,RN,6
23,Staff9,CN,2
23,Staff10,CN,2
23,Staff13,CN,4
23,Staff15,CN,2
23,Staff16,RN,4
23,Staff17,CN,2
23,Staff20,CN,3
23,Staff21,CN,2
23,Staff22,CN,2
23,Staff25,CN,1
23,Staff27,CN,4
23,Staff31,CN,2
23,Staff32,RN,5
23,Staff33,RN,5
23,Staff34,LPN,16
23,Staff39,CN,1
23,Staff40,CN,2
23,Staff44,LPN,18
23,Staff49,RN,4
23,Staff51,RN,4
23,Staff52,RN,3
23,Staff53,CN,0
23,Staff56,LPN,17
23,Staff59,LPN,20
23,Staff62,LPN,12
23,Staff63,CN,0
23,Staff65,LPN,21
23,Staff69,LPN,21
23,Staff72,CN,3
23,Staff74,CN,2
23,Staff75,LPN,17
23,Staff76,RN,3
23,Staff78,LPN,13
23,Staff81,CN,2
23,Staff91,LPN,8
23,Staff92,CN,1
23,Staff99,CN,3
23,Staff100,LPN,14
23,Staff101,RN,4
23,Staff105,RN,5
23,Staff106,CN,1
23,Staff107,LPN,18
23,Staff108,CN,3
23,Staff109,LPN,16
23,Staff111,CN,3
23,Staff113,LPN,16
23,Staff114,CN,1
23,Staff115,RN,6
23,Staff117,RN,4
23,Staff119,LPN,11
23,Staff121,CN,0
23,Staff125,CN,2
23,Staff126,CN,2
23,Staff127,CN,1
23,Staff128,LPN,14
23,Staff133,CN,1
23,Staff136,CN,1
23,Staff137,CN,4
23,Staff139,CN,3
23,Staff140,RN,5
23,Staff144,CN,3
23,Staff145,CN,1
23,Staff146,CN,1
23,Staff147,LPN,15
23,Staff148,RN,5
23,Staff149,CN,2
23,Staff150,LPN,27
23,Staff151,CN,0
23,Staff157,LPN,18
23,Staff158,LPN,19
23,Staff159,CN,5
23,Staff160,CN,2
23,Staff164,RN,4
23,Staff166,LPN,15
23,Staff167,CN,2
23,Staff168,CN,2
31,Staff2,CN,1
31,Staff4,CN,3
31,Staff11,LPN,21
31,Staff19,LPN,21
31,Staff36,CN,1
31,Staff60,LPN,22
31,Staff71,CN,2
31,Staff79,CN,1
31,Staff80,LPN,25
31,Staff87,CN,2
31,Staff88,LPN,17
31,Staff94,CN,2
31,Staff95,CN,3
31,Staff98,LPN,15
31,Staff118,RN,5
31,Staff134,CN,3
31,Staff135,RN,5
31,Staff141,CN,1
31,Staff152,CN,2
31,Staff154,CN,0
31,Staff155,RN,6
31,Staff161,CN,0
31,Staff162,RN,7
31,Staff169,LPN,19
39,Staff1,RN,5
39,Staff6,CN,2
39,Staff7,CN,4
39,Staff12,CN,1
39,Staff14,RN,6
39,Staff18,RN,6
39,Staff23,RN,4
39,Staff24,LPN,10
39,Staff26,CN,3
39,Staff28,LPN,22
39,Staff29,RN,6
39,Staff30,CN,3
39,Staff35,CN,2
39,Staff37,LPN,18
39,Staff38,CN,4
39,Staff41,RN,5
39,Staff42,CN,3
39,Staff43,CN,2
39,Staff45,CN,4
39,Staff46,CN,3
39,Staff47,LPN,22
39,Staff48,CN,3
39,Staff50,LPN,15
39,Staff54,CN,4
39,Staff55,RN,7
39,Staff57,CN,1
39,Staff58,RN,5
39,Staff61,CN,0
39,Staff64,LPN,18
39,Staff66,CN,2
39,Staff67,CN,3
39,Staff68,RN,4
39,Staff70,CN,2
39,Staff73,CN,3
39,Staff77,CN,4
39,Staff82,CN,0
39,Staff83,LPN,21
39,Staff84,CN,3
39,Staff85,CN,1
39,Staff86,CN,1
39,Staff89,LPN,25
39,Staff90,RN,6
39,Staff93,LPN,16
39,Staff96,CN,4
39,Staff97,LPN,22
