cycle,name,latent_period
37,Residents121,6
45,Residents110,7
213,Staff25,5
228,Staff160,4
234,Residents67,5
239,Staff1,7
239,Staff37,8
240,Residents154,4
244,Staff94,8
279,Staff100,6
285,Residents164,2
297,Residents56,6
301,Residents163,6
308,Staff58,2
316,Staff139,2
317,Staff85,7
336,Residents162,2
345,Residents169,4
352,Residents105,9
354,Residents155,4
355,Staff141,8
360,Residents68,9
368,Residents66,2
370,Residents160,5
377,Residents139,8
381,Staff71,6
381,Staff153,2
382,Residents106,5
383,Staff76,2
384,Residents98,2
387,Residents118,7
389,Residents133,6
395,Residents161,8
417,Residents104,8
422,Residents142,6
425,Staff27,5
428,Staff17,6
431,Staff90,3
436,Residents62,4
444,Staff123,6
450,Residents55,4
450,Residents81,4
450,Staff148,4
453,Staff73,4
453,Staff118,8
455,Residents117,4
461,Staff19,2
466,Residents150,9
474,Residents7,9
474,Residents170,8
477,Staff62,3
480,Residents29,6
484,Staff57,7
488,Residents27,2
490,Staff162,6
490,Staff95,3
494,Residents141,8
495,Residents135,6
496,Residents41,7
497,Residents85,9
498,Staff9,5
499,Residents158,9
500,Staff46,6
505,Residents20,3
528,Staff137,3
529,Staff51,7
539,Residents8,2
541,Residents39,7
541,Residents28,2
546,Staff169,8
548,Residents86,9
549,Staff156,8
552,Residents119,3
559,Residents18,4
559,Residents54,9
565,Residents57,2
570,Residents32,4
583,Residents82,6
610,Residents92,8
617,Residents115,2
618,Residents90,3
621,Staff158,2
624,Staff59,6
626,Residents22,2
629,Staff83,6
642,Staff163,5
645,Staff167,3
668,Residents168,4
668,Staff128,6
670,Residents63,8
679,Residents33,8
691,Residents58,2
693,Residents40,5
697,Residents145,2
699,Residents144,4
714,Residents149,5
727,Residents21,5
727,Residents89,8
740,Residents53,8
768,Staff132,2
772,Staff151,3
856,Staff44,2
868,Residents19,8
889,Residents134,5
956,Staff103,3
1017,Staff124,4
1287,Residents31,2
1319,Residents30,5
