cycle,name,latent_period
167,Residents49,7
167,Residents48,4
175,Residents111,7
189,Residents112,8
236,Residents161,6
258,Staff128,2
259,Residents160,4
286,Residents135,3
302,Residents50,3
307,Staff129,7
317,Residents122,4
328,Residents100,5
328,Staff161,2
338,Residents56,6
347,Residents155,2
350,Residents121,4
353,Staff138,5
356,Residents114,2
364,Residents110,4
367,Residents137,4
372,Residents32,9
379,Residents113,3
397,Residents108,5
410,Residents61,3
411,Residents115,2
411,Residents133,8
415,Residents130,2
438,Residents116,2
443,Residents129,3
463,Residents91,6
464,Residents109,2
472,Staff0,4
478,Residents159,5
479,Staff26,4
482,Residents99,2
500,Residents90,6
504,Residents134,2
523,Staff130,3
532,Residents58,5
553,Residents173,2
560,Residents148,9
566,Residents132,4
579,Residents79,9
582,Residents92,2
605,Residents149,4
620,Staff141,4
652,Residents89,2
669,Staff154,9
679,Residents87,2
688,Residents86,8
701,Residents147,6
711,Residents169,7
745,Residents88,6
768,Residents145,4
786,Staff166,4
789,Residents57,8
797,Residents128,5
812,Residents24,6
832,Residents23,6
900,Residents144,6
902,Residents85,6
924,Residents126,4
986,Residents127,3
1009,Residents21,9
1087,Residents12,2
