cycle,name,latent_period
61,Residents30,7
114,Staff82,8
141,Residents127,5
150,Residents10,5
153,Residents128,6
195,Residents34,6
199,Residents130,8
213,Residents129,2
239,Residents77,7
264,Residents131,5
281,Residents74,8
282,Residents173,2
292,Staff105,2
320,Residents112,3
323,Staff27,9
325,Staff24,2
330,Residents171,2
336,Residents162,2
339,Staff121,3
340,Residents76,4
349,Staff72,6
353,Residents21,4
363,Residents155,6
399,Residents73,7
437,Staff11,6
457,Staff109,2
460,Staff31,5
489,Residents126,3
496,Staff44,2
542,Residents75,8
549,Staff37,8
568,Staff143,8
572,Staff104,2
874,Residents172,4
