cycle,name,latent_period
27,Residents40,6
78,Residents121,9
98,Residents113,2
122,Staff34,3
123,Staff31,2
125,Staff42,4
140,Staff79,2
142,Residents120,3
148,Staff97,9
152,Residents37,3
160,Residents114,3
163,Staff65,5
166,Residents29,4
179,Residents116,4
182,Residents62,7
184,Residents32,2
185,Residents80,4
191,Residents122,7
196,Residents60,5
209,Staff116,3
211,Residents65,7
216,Residents28,6
217,Residents110,9
219,Staff10,3
220,Residents38,4
226,Residents36,3
230,Residents109,2
239,Residents58,7
267,Residents115,6
267,Staff49,6
272,Residents152,7
274,Residents161,8
290,Staff147,3
295,Residents15,7
299,Residents85,6
301,Residents108,3
304,Staff73,6
307,Staff136,4
308,Residents103,4
308,Staff127,4
309,Staff51,2
313,Staff125,8
316,Staff166,6
317,Staff148,4
333,Staff122,8
343,Residents76,8
350,Residents104,9
351,Residents77,7
351,Residents147,4
354,Residents61,9
359,Residents112,6
360,Residents106,4
362,Residents16,2
371,Residents105,3
376,Residents21,2
383,Residents49,4
415,Residents84,5
424,Residents18,2
434,Staff93,3
441,Residents102,3
447,Residents5,5
447,Residents22,2
450,Residents83,4
451,Staff26,3
456,Staff113,4
472,Residents93,4
472,Residents144,8
476,Staff123,7
483,Residents170,6
483,Staff82,3
496,Staff55,2
508,Residents101,6
512,Residents95,4
548,Residents48,2
550,Residents151,6
558,Residents94,7
605,Staff11,2
616,Residents3,4
616,Residents53,4
652,Residents4,2
653,Residents168,8
752,Residents74,6
801,Residents6,5
812,Residents8,2
961,Staff1,3
