cycle,name,latent_period
61,Residents98,3
66,Residents96,4
73,Staff17,6
77,Staff158,2
111,Residents100,9
192,Staff2,6
239,Staff39,6
263,Staff25,3
280,Staff115,5
280,Staff24,9
306,Staff93,2
317,Residents130,5
319,Residents108,4
321,Residents131,2
333,Residents126,6
336,Residents122,4
338,Residents22,5
341,Residents49,2
343,Residents27,5
349,Residents101,6
349,Residents135,8
364,Residents31,3
365,Residents30,4
375,Residents143,2
381,Residents26,3
385,Staff94,3
395,Residents127,3
403,Staff23,3
411,Residents33,3
422,Residents129,7
428,Residents142,8
446,Residents50,5
451,Residents46,3
452,Staff107,7
461,Staff65,3
462,Residents23,8
463,Residents32,9
483,Residents48,4
491,Residents34,2
498,Residents141,8
504,Staff137,9
513,Residents39,2
522,Staff108,6
537,Residents66,2
566,Residents99,8
568,Staff119,3
570,Staff9,6
578,Residents41,4
600,Staff123,7
617,Staff73,3
624,Staff36,5
645,Staff0,6
648,Staff27,2
651,Staff29,5
658,Residents103,5
664,Staff14,9
672,Residents86,8
682,Staff117,9
693,Staff79,6
697,Staff15,2
699,Staff8,3
714,Staff104,8
720,Staff1,2
764,Residents149,3
765,Staff66,9
767,Staff111,3
792,Staff21,8
901,Residents84,8
1279,Residents161,3
1913,Staff118,5
