cycle,name,latent_period
52,Residents141,4
75,Staff132,3
114,Residents143,9
165,Residents119,3
173,Residents139,4
208,Residents1,5
240,Residents118,6
244,Residents15,5
317,Residents123,2
325,Residents159,3
336,Residents138,3
339,Residents116,6
358,Residents157,4
366,Residents98,8
372,Residents17,4
379,Residents19,2
389,Residents97,5
396,Residents2,5
410,Residents0,9
425,Residents160,2
433,Residents104,2
434,Residents106,4
436,Residents161,4
472,Residents173,7
472,Residents172,3
485,Residents115,5
502,Residents101,7
503,Residents18,7
566,Residents107,2
657,Residents105,2
665,Staff168,7
666,Staff32,9
693,Staff39,3
695,Residents21,7
775,Residents152,5
786,Residents151,3
802,Residents22,3
832,Staff117,3
833,Residents170,2
835,Residents24,3
836,Staff93,7
837,Staff53,8
863,Residents25,7
874,Residents164,3
893,Residents26,4
896,Residents168,2
903,Residents23,6
910,Residents91,8
925,Residents79,2
933,Residents150,8
934,Residents41,7
947,Staff25,7
950,Residents149,9
954,Residents69,9
976,Residents163,4
978,Residents47,6
991,Residents42,2
1000,Residents45,4
1012,Residents80,5
1075,Residents43,7
1089,Residents44,4
1097,Residents135,5
1107,Residents46,3
1117,Residents48,2
1200,Residents51,5
1201,Residents113,2
1249,Residents61,4
1253,Residents103,6
1273,Residents62,2
1284,Residents111,3
1301,Residents120,4
1305,Staff18,2
1322,Residents53,2
