cycle,name,latent_period
163,Residents83,2
169,Residents82,6
218,Residents156,5
223,Residents159,5
265,Staff101,3
332,Residents81,3
340,Residents0,5
380,Residents157,5
426,Residents1,3
518,Residents99,6
527,Residents2,5
554,Residents98,4
560,Residents96,2
594,Residents3,4
666,Residents97,2
764,Residents135,7
818,Residents4,4
901,Staff43,3
928,Residents18,3
929,Residents20,3
935,Residents133,4
965,Residents5,4
966,Residents17,2
989,Residents132,6
1015,Residents16,7
1032,Residents19,6
1032,Residents137,6
1036,Residents134,8
1055,Residents130,4
1063,Residents129,8
1065,Staff133,3
1068,Residents125,8
1078,Residents7,8
1081,Residents23,2
1145,Residents8,5
1153,Residents66,5
1166,Residents26,8
1175,Staff91,5
1183,Residents111,2
1201,Residents56,3
1272,Residents112,2
1286,Residents58,7
1288,Residents114,8
1294,Residents6,3
1297,Staff32,8
1318,Residents68,5
1321,Residents93,7
1325,Residents169,3
1330,Residents151,4
1361,Residents51,9
1442,Residents25,8
