cycle,name,latent_period
57,Residents154,5
90,Residents51,4
110,Residents68,6
120,Residents67,9
195,Staff28,2
220,Staff49,6
233,Residents34,4
307,Staff160,6
307,Staff103,3
329,Staff163,4
330,Staff143,2
336,Residents33,6
357,Residents53,9
375,Residents94,2
379,Staff152,5
384,Residents37,5
388,Residents35,9
425,Staff36,5
430,Residents149,6
450,Staff104,2
461,Residents36,8
494,Residents6,2
524,Staff55,7
532,Staff66,4
533,Residents88,5
547,Staff56,8
552,Residents145,4
552,Staff6,2
560,Residents30,6
562,Residents64,5
581,Residents148,3
593,Staff67,5
596,Residents4,6
600,Residents56,2
607,Residents147,3
629,Residents32,4
637,Residents5,4
640,Residents82,2
643,Residents134,9
646,Residents54,6
651,Residents91,9
655,Residents66,8
660,Residents141,8
676,Staff167,7
679,Residents65,3
681,Residents142,4
686,Residents158,2
688,Residents171,4
689,Residents133,2
699,Residents59,4
700,Residents156,2
708,Residents61,6
718,Residents62,8
723,Residents80,3
727,Residents81,6
738,Residents63,3
739,Residents103,3
744,Residents157,4
756,Residents132,8
797,Residents166,4
797,Staff112,2
804,Residents90,4
805,Residents129,8
811,Staff114,6
824,Residents78,9
825,Residents1,5
840,Residents45,5
848,Residents92,5
849,Residents70,2
853,Residents44,2
861,Residents101,3
865,Residents99,5
867,Residents60,8
869,Residents16,2
871,Residents159,4
959,Staff42,6
961,Residents41,2
1065,Residents127,2
1091,Residents40,8
1188,Residents126,9
