cycle,name,latent_period
53,Residents143,8
72,Residents140,6
155,Staff9,8
156,Staff27,2
164,Residents116,2
176,Residents117,2
178,Residents53,8
180,Residents51,3
199,Residents131,2
208,Residents107,5
218,Residents114,2
248,Residents119,2
265,Residents52,6
269,Residents130,3
282,Staff61,3
294,Residents127,9
295,Residents128,3
300,Residents34,4
304,Staff83,8
312,Staff151,4
317,Residents38,5
317,Residents135,5
327,Staff30,4
332,Staff46,6
361,Residents7,3
368,Residents9,4
376,Residents24,6
380,Residents25,3
380,Staff111,4
380,Staff167,5
381,Residents10,4
382,Residents6,3
400,Residents31,7
400,Staff103,6
405,Residents27,9
407,Residents115,2
412,Residents106,7
412,Staff148,4
415,Residents74,2
427,Residents28,2
428,Staff57,7
429,Residents129,4
433,Residents71,6
436,Residents80,8
445,Residents158,4
456,Staff77,7
469,Residents157,3
471,Residents32,2
471,Residents73,5
471,Residents72,5
473,Residents26,3
475,Residents92,4
479,Staff18,3
490,Residents75,9
493,Residents29,2
496,Staff110,9
498,Residents99,4
500,Staff153,6
500,Staff160,3
515,Staff47,5
515,Staff19,4
518,Residents69,5
526,Residents112,2
546,Staff29,2
554,Residents4,5
562,Residents159,2
586,Residents90,9
587,Staff0,9
599,Residents173,5
606,Residents126,6
610,Staff59,5
615,Staff12,6
633,Residents123,6
649,Staff132,4
650,Staff15,7
663,Residents163,7
664,Residents164,3
674,Residents78,5
674,Residents166,2
707,Residents169,2
723,Residents144,3
725,Residents3,8
729,Residents165,6
745,Staff53,7
775,Residents167,3
780,Residents172,6
786,Residents125,3
816,Staff76,5
935,Residents124,4
936,Residents18,4
1002,Staff16,7
1102,Residents30,6
