cycle,name,latent_period
76,Staff11,4
156,Residents47,3
169,Residents153,9
175,Residents154,3
179,Residents46,5
256,Staff118,5
307,Residents173,8
309,Residents38,6
323,Residents165,7
355,Staff111,8
378,Staff94,8
386,Residents48,6
401,Residents50,5
402,Staff89,3
404,Staff154,4
405,Staff123,5
405,Staff87,6
423,Staff2,2
427,Staff77,3
429,Staff65,3
449,Staff25,3
454,Residents133,2
473,Staff157,4
487,Staff44,6
499,Staff137,7
500,Staff98,4
517,Residents129,3
522,Residents172,3
523,Residents37,2
524,Residents41,7
540,Residents166,4
566,Residents30,7
575,Staff12,4
576,Staff149,3
581,Staff31,5
583,Residents101,6
594,Residents132,6
597,Residents141,4
600,Staff85,4
625,Residents126,7
635,Residents62,3
648,Staff92,9
651,Staff76,6
653,Staff42,4
667,Staff134,5
677,Residents49,7
701,Residents74,2
725,Residents142,2
727,Residents26,2
738,Residents125,3
758,Residents97,6
763,Residents24,8
767,Residents6,3
768,Residents95,2
781,Residents100,2
809,Residents127,7
902,Residents105,8
915,Residents7,7
928,Staff75,4
953,Staff48,4
960,Residents8,2
1075,Residents86,3
1077,Staff135,2
1096,Staff164,4
1164,Residents81,2
