cycle,name,latent_period
37,Residents142,9
300,Residents143,5
327,Residents147,3
341,Residents148,2
445,Residents157,2
452,Staff83,7
459,Staff130,5
466,Residents85,4
474,Staff100,8
485,Staff155,7
488,Staff41,4
494,Residents40,2
497,Residents38,7
509,Residents172,4
513,Residents112,5
526,Residents67,8
534,Residents149,9
535,Residents158,4
543,Residents84,6
544,Residents115,2
547,Staff158,6
555,Residents154,2
556,Staff97,6
565,Residents168,2
580,Residents91,2
590,Residents113,2
591,Residents118,6
601,Residents62,2
619,Residents24,9
619,Residents31,9
621,Residents66,3
621,Residents7,6
627,Residents73,7
640,Residents116,2
646,Residents6,3
648,Residents145,8
666,Residents80,5
675,Residents140,6
682,Staff138,2
683,Residents60,7
684,Residents42,2
759,Residents90,7
789,Staff5,5
811,Residents8,3
823,Residents78,7
835,Staff2,7
875,Staff99,6
914,Residents58,2
1013,Staff52,9
1020,Residents23,9
1033,Residents0,9
1047,Residents18,4
1057,Residents93,4
1058,Staff12,6
1060,Staff37,4
1084,Staff150,8
1095,Residents45,4
1141,Residents136,2
1157,Residents20,4
1215,Residents46,3
1221,Residents135,6
1244,Residents111,2
1271,Residents22,6
1276,Residents133,8
1340,Staff152,2
1413,Staff13,4
