cycle,name,latent_period
45,Residents120,3
109,Staff79,6
187,Staff141,9
187,Staff100,8
194,Staff154,8
196,Staff27,9
213,Residents110,3
213,Staff81,9
250,Residents46,4
472,Residents45,4
511,Residents26,2
512,Residents24,2
546,Residents2,6
570,Residents37,8
571,Residents25,3
578,Staff32,9
581,Staff16,6
591,Residents79,3
605,Residents38,2
616,Residents50,3
622,Residents91,3
632,Residents13,3
673,Residents80,3
697,Staff59,4
728,Residents102,2
729,Residents141,6
738,Residents143,5
885,Residents134,8
905,Staff7,6
943,Residents133,7
1031,Residents129,6
1059,Staff142,4
1144,Staff75,8
1146,Staff99,8
1176,Residents151,6
1217,Staff115,2
1236,Residents49,2
1291,Staff97,4
1291,Staff20,3
1422,Residents145,8
1576,Staff98,3
1808,Residents54,9
