cycle,name,latent_period
58,Residents151,6
92,Residents154,7
104,Residents152,8
163,Residents5,3
182,Residents56,3
202,Residents46,3
234,Residents54,4
242,Staff9,5
263,Residents35,2
283,Residents33,4
292,Residents49,3
295,Residents29,5
301,Residents23,4
327,Residents106,3
352,Residents22,3
369,Residents47,2
370,Residents34,3
383,Residents48,4
386,Residents50,6
389,Residents105,7
392,Residents36,8
398,Residents45,3
401,Residents69,3
406,Residents103,9
408,Residents38,2
433,Staff95,7
437,Staff126,3
483,Residents123,4
505,Residents107,7
542,Residents88,6
665,Residents130,2
724,Residents129,4
866,Residents101,4
948,Staff96,8
967,Residents100,5
969,Residents99,9
1093,Residents76,8
1141,Residents74,2
1228,Residents6,3
1288,Residents77,4
1443,Staff101,5
1465,Staff161,5
1467,Staff81,5
1493,Staff66,4
