cycle,name,latent_period
41,Residents112,4
60,Residents92,4
116,Residents146,9
124,Staff158,6
130,Residents82,8
131,Residents27,6
144,Staff46,8
162,Residents76,3
167,Staff91,8
172,Staff137,7
182,Residents91,2
202,Residents87,4
203,Residents142,9
218,Staff126,5
218,Staff57,4
224,Residents114,9
225,Residents129,7
226,Staff25,8
232,Residents108,3
238,Residents84,2
246,Residents37,3
253,Staff127,6
255,Residents36,4
255,Residents75,5
258,Staff76,4
262,Residents73,9
263,Staff64,4
274,Residents0,7
289,Staff99,8
304,Residents119,6
309,Residents89,5
309,Staff90,4
320,Residents128,7
329,Residents3,3
341,Residents141,8
346,Residents164,4
355,Staff121,3
355,Staff9,6
369,Residents130,6
378,Staff75,8
381,Staff67,4
381,Staff83,6
382,Residents170,9
386,Staff136,5
387,Residents96,6
389,Residents143,4
395,Residents165,6
401,Staff19,9
403,Staff55,5
428,Staff7,4
428,Staff162,5
435,Staff84,9
441,Residents116,2
447,Staff59,3
451,Residents139,7
451,Residents163,6
452,Residents47,4
455,Residents1,5
463,Residents113,4
465,Residents115,5
468,Residents46,5
473,Staff124,5
474,Residents44,3
474,Residents118,9
475,Residents61,4
480,Residents152,6
483,Staff150,9
485,Residents22,9
493,Staff47,8
497,Residents57,9
499,Staff152,2
500,Residents140,2
529,Residents58,6
546,Residents109,3
587,Residents23,4
626,Staff116,5
769,Staff164,6
824,Staff92,8
1097,Staff4,4
1146,Staff33,2
