cycle,name,latent_period
71,Residents138,2
601,Residents91,2
629,Residents1,2
670,Residents160,4
685,Residents2,2
704,Residents159,4
714,Residents124,9
716,Staff5,8
738,Staff2,6
748,Residents17,2
754,Residents123,8
764,Residents55,4
765,Staff105,8
765,Staff28,7
780,Residents82,3
792,Residents161,7
804,Residents57,3
807,Staff24,7
809,Residents48,8
809,Staff132,2
812,Staff13,8
814,Residents15,5
815,Residents50,7
829,Residents83,2
839,Staff85,3
845,Residents9,2
851,Residents32,6
852,Staff168,7
853,Residents44,2
855,Residents133,4
867,Residents33,5
869,Residents99,3
873,Residents37,7
877,Staff3,6
884,Residents125,2
888,Residents12,6
896,Residents49,8
896,Residents95,6
899,Residents35,3
905,Residents42,4
907,Residents84,7
912,Staff145,6
914,Residents163,4
916,Residents109,3
932,Staff1,8
932,Staff81,6
933,Residents108,3
934,Residents56,4
937,Residents71,2
940,Staff137,2
951,Staff20,5
955,Staff123,4
957,Staff18,5
959,Residents93,5
962,Staff122,3
975,Residents69,8
980,Staff161,6
985,Staff90,5
989,Staff83,6
990,Residents34,5
1000,Residents27,5
1002,Staff45,8
1004,Residents113,7
1011,Residents67,4
1020,Residents70,2
1024,Residents134,4
1055,Residents164,9
1144,Residents65,2
1201,Residents130,7
1268,Staff61,8
1269,Staff163,4
