cycle,name,latent_period
71,Residents8,3
281,Residents11,4
436,Residents127,3
438,Residents29,4
449,Residents128,4
461,Staff18,3
490,Residents139,9
504,Residents4,5
552,Residents88,8
577,Residents129,3
591,Residents41,2
597,Staff84,3
642,Residents39,6
650,Residents126,5
674,Residents163,4
697,Residents154,2
698,Staff102,9
709,Residents28,2
751,Residents16,3
764,Residents72,4
792,Staff17,4
816,Staff97,5
831,Residents15,3
848,Residents63,8
861,Residents74,3
884,Residents73,9
1034,Staff42,6
1190,Residents169,6
1196,Staff146,8
1295,Residents60,3
1322,Residents138,7
1324,Residents51,5
1510,Residents62,5
1512,Residents164,3
