cycle,name,latent_period
199,Residents25,6
199,Residents23,2
221,Residents100,2
257,Staff18,2
303,Residents12,3
365,Residents22,7
393,Residents144,8
418,Staff82,4
453,Residents139,9
454,Residents41,2
458,Residents157,7
458,Staff157,2
468,Staff79,9
477,Staff90,2
477,Staff124,8
486,Residents102,8
487,Residents105,2
493,Residents76,2
497,Residents77,3
499,Staff134,9
502,Residents29,2
504,Staff48,4
513,Residents51,3
529,Residents73,8
562,Residents103,2
579,Residents39,2
587,Residents146,5
600,Residents75,8
613,Residents132,2
621,Staff101,5
624,Staff17,4
624,Staff30,8
627,Staff154,6
635,Residents36,2
636,Residents156,9
641,Residents134,6
654,Residents107,8
671,Residents118,2
675,Staff54,4
693,Staff78,5
705,Residents116,4
713,Residents35,3
732,Residents133,4
737,Staff106,4
761,Staff152,6
767,Staff42,5
793,Staff159,4
809,Staff140,2
809,Staff107,2
813,Staff28,6
816,Residents114,2
816,Staff80,4
858,Residents166,3
860,Residents64,6
884,Staff131,4
885,Staff50,2
887,Residents149,3
907,Staff97,3
908,Residents13,2
928,Residents62,2
928,Staff143,4
932,Staff164,3
950,Residents30,2
954,Staff4,7
1003,Residents168,2
1005,Staff87,6
1033,Residents173,3
1036,Residents153,5
1058,Residents170,2
1080,Residents34,7
1101,Staff0,2
1108,Residents63,3
1136,Residents69,4
1201,Residents121,7
1207,Residents67,9
1218,Residents162,4
1242,Staff53,3
1250,Residents90,3
1265,Staff93,4
1275,Residents66,6
1284,Residents33,8
1299,Staff41,2
1324,Staff105,3
1346,Residents92,7
