cycle,name,latent_period
212,Residents91,3
265,Residents46,3
271,Residents170,6
288,Residents45,5
303,Residents168,3
311,Residents52,6
318,Residents106,7
327,Residents131,9
334,Residents129,3
355,Staff117,2
370,Residents130,6
372,Residents47,5
381,Residents10,5
384,Residents94,4
385,Residents164,4
399,Residents169,3
423,Staff47,4
438,Residents82,5
444,Residents133,8
467,Residents98,5
480,Residents128,4
507,Residents66,5
518,Residents118,2
523,Residents114,8
543,Residents0,5
552,Residents142,2
587,Residents117,9
590,Residents119,5
605,Residents140,2
608,Residents127,8
613,Residents1,9
620,Residents79,4
621,Residents16,3
631,Residents143,9
642,Residents167,4
642,Staff69,9
644,Residents15,3
656,Residents115,3
656,Residents126,9
658,Residents68,5
659,Residents2,3
680,Residents36,6
702,Residents38,2
735,Residents78,4
742,Residents173,7
775,Residents152,2
834,Residents150,9
870,Residents151,9
920,Residents165,6
967,Residents172,7
1130,Residents166,8
