cycle,name,latent_period
25,Residents99,3
53,Residents147,6
72,Staff45,2
94,Residents148,6
136,Residents123,3
144,Staff74,2
181,Residents149,4
193,Staff114,2
208,Staff56,3
211,Residents165,4
211,Residents171,6
216,Residents170,5
247,Residents35,7
252,Residents40,3
265,Residents91,9
269,Staff128,6
279,Residents142,6
282,Residents140,7
296,Residents33,9
309,Residents173,4
311,Staff38,6
315,Residents90,3
315,Residents22,3
315,Staff0,6
325,Residents169,2
356,Staff93,8
379,Residents10,5
382,Residents28,7
397,Residents101,5
431,Residents19,7
448,Residents141,3
464,Residents34,8
472,Staff10,2
472,Staff24,2
575,Residents138,8
624,Staff82,8
1003,Staff64,5
1034,Residents88,4
1098,Residents89,9
1249,Residents47,3
1266,Residents46,6
1274,Staff157,4
1276,Residents81,2
1313,Residents126,3
1326,Residents108,5
1327,Residents82,6
1356,Residents87,8
1362,Staff107,6
1365,Staff153,6
1391,Residents128,2
1424,Residents48,4
