cycle,name,latent_period
51,Residents166,4
125,Residents65,2
197,Staff94,2
208,Residents64,2
237,Residents130,3
242,Staff102,8
245,Staff21,8
245,Staff104,6
261,Staff107,8
267,Staff36,8
273,Residents27,7
286,Residents23,2
295,Residents37,5
296,Residents110,3
298,Residents33,3
309,Residents34,3
317,Residents29,4
344,Residents38,5
350,Residents21,2
352,Staff60,6
354,Staff109,8
366,Residents139,8
378,Residents133,4
382,Residents151,2
383,Residents131,2
397,Residents28,5
400,Residents134,3
400,Staff15,4
412,Staff149,2
415,Residents36,3
432,Residents138,3
464,Residents63,2
467,Residents35,3
472,Residents132,5
473,Residents163,5
476,Residents52,8
485,Staff96,8
492,Residents155,4
519,Residents49,3
521,Residents91,7
539,Residents116,4
564,Residents92,4
573,Staff50,3
594,Residents90,4
602,Residents142,8
608,Staff40,2
610,Residents113,5
620,Residents115,9
648,Residents161,4
664,Residents114,2
677,Residents136,2
744,Residents112,7
