cycle,name,latent_period
144,Residents115,9
169,Residents118,5
211,Residents37,3
228,Residents88,6
244,Staff86,4
253,Residents35,6
272,Residents21,8
295,Residents117,6
300,Residents22,3
309,Residents119,2
327,Staff55,7
345,Residents8,6
349,Staff165,3
354,Staff16,2
362,Residents133,4
363,Residents57,6
363,Residents16,2
363,Staff145,2
373,Staff146,3
380,Residents71,3
384,Residents5,6
389,Staff2,8
389,Staff49,9
401,Staff112,8
402,Staff128,3
403,Residents23,6
403,Residents66,9
409,Staff47,8
419,Staff48,9
423,Residents154,6
425,Residents40,6
425,Residents61,3
428,Residents38,4
428,Residents76,2
428,Residents128,4
433,Residents91,2
433,Staff105,3
433,Staff52,4
440,Residents59,5
440,Residents152,6
448,Staff106,4
449,Residents43,9
449,Residents151,8
450,Residents27,9
452,Residents2,2
458,Staff116,6
460,Staff76,5
462,Residents10,6
464,Staff0,7
473,Residents146,9
474,Staff159,3
475,Staff32,7
476,Residents67,8
477,Staff39,7
479,Staff17,4
482,Staff58,4
483,Residents13,6
485,Residents70,3
485,Residents153,8
488,Residents163,6
492,Residents33,9
492,Residents155,8
495,Staff13,2
495,Staff3,2
495,Staff8,9
497,Residents6,3
497,Staff117,3
498,Residents162,5
498,Staff29,9
500,Staff99,3
501,Staff38,2
508,Residents50,7
510,Residents69,4
510,Residents166,6
531,Residents73,8
533,Residents127,9
539,Residents60,7
540,Residents144,3
540,Residents48,6
543,Residents167,8
545,Residents142,4
550,Residents0,7
560,Residents19,2
563,Staff148,2
583,Residents134,8
584,Residents25,4
590,Residents75,3
604,Residents9,3
615,Residents85,7
639,Residents14,2
658,Staff142,4
697,Residents68,6
752,Residents103,6
768,Residents11,7
824,Residents132,7
857,Residents129,9
916,Residents104,9
926,Residents102,2
1008,Staff57,6
1019,Residents106,5
1245,Residents105,2
