cycle,name,latent_period
140,Residents56,4
184,Residents134,5
195,Residents36,6
198,Residents159,4
208,Staff12,3
234,Staff137,4
256,Staff1,8
260,Residents37,6
266,Staff0,7
272,Staff106,3
278,Residents54,4
285,Staff6,2
297,Residents79,9
299,Residents58,3
300,Staff109,2
301,Residents129,5
302,Residents55,5
309,Residents33,6
313,Staff51,6
315,Staff145,4
315,Staff91,3
316,Residents24,8
316,Residents165,2
328,Staff20,9
330,Residents133,4
331,Residents60,2
331,Staff147,9
337,Residents106,7
338,Residents132,3
339,Staff68,3
341,Residents43,4
358,Residents92,5
363,Staff123,2
366,Residents35,5
366,Residents135,4
367,Residents42,8
372,Residents78,2
374,Residents80,2
381,Residents0,4
383,Residents46,3
389,Staff52,3
394,Residents61,2
394,Residents161,2
395,Residents21,7
397,Residents38,2
406,Residents91,6
409,Staff117,3
413,Staff35,7
423,Residents83,5
423,Residents141,5
423,Residents167,4
426,Residents88,2
436,Staff154,6
437,Residents120,4
444,Staff24,4
450,Staff125,4
451,Residents168,2
454,Residents59,4
456,Residents145,2
463,Residents73,8
464,Staff118,3
475,Residents89,2
477,Residents94,5
479,Residents149,9
480,Residents32,7
480,Staff98,5
489,Residents95,8
491,Residents47,6
491,Residents110,3
494,Residents164,8
497,Staff160,2
498,Residents98,2
499,Residents63,4
501,Staff53,4
506,Staff111,9
510,Residents142,6
513,Staff143,4
545,Staff107,2
549,Staff59,6
557,Staff7,3
557,Staff144,3
564,Residents121,2
569,Staff136,4
571,Staff133,3
575,Residents163,4
584,Residents126,4
597,Residents107,2
597,Staff13,8
597,Staff77,2
604,Staff70,7
617,Residents162,5
626,Residents93,3
633,Residents90,5
633,Residents128,2
667,Residents44,2
692,Residents160,8
721,Residents122,4
747,Residents68,5
913,Residents51,4
926,Residents72,2
1006,Residents75,2
