cycle,name,latent_period
48,Residents93,8
131,Residents78,4
139,Staff116,8
150,Residents80,6
162,Residents137,6
210,Residents135,4
213,Residents56,4
239,Residents133,8
334,Residents115,4
399,Residents79,2
454,Residents24,3
475,Staff15,4
476,Staff121,3
483,Residents144,9
483,Residents69,2
488,Staff33,2
495,Staff37,9
510,Residents16,7
527,Residents118,5
586,Residents84,3
622,Residents110,3
637,Residents131,3
641,Residents88,6
688,Staff117,9
689,Residents153,7
716,Staff154,4
729,Residents108,7
769,Residents161,3
781,Residents160,3
782,Residents132,9
788,Staff151,3
841,Residents10,9
865,Residents134,8
912,Residents89,6
920,Residents111,2
925,Staff165,8
938,Residents42,3
980,Residents50,5
988,Staff104,4
1051,Residents48,3
1061,Residents122,5
1075,Residents159,3
1086,Residents26,4
1144,Residents165,3
1145,Residents152,2
1172,Staff80,6
1203,Residents104,9
1219,Staff156,8
1684,Residents51,2
1893,Staff63,8
