cycle,name,latent_period
139,Staff74,5
318,Residents165,5
320,Residents167,7
336,Staff89,2
344,Residents88,3
379,Residents86,2
413,Staff123,6
420,Residents94,8
431,Staff5,6
447,Residents89,3
460,Residents152,6
484,Residents19,6
492,Residents156,4
493,Residents151,6
494,Residents85,4
494,Residents102,3
496,Residents70,3
499,Staff2,2
502,Residents166,7
515,Residents58,4
515,Residents71,6
525,Residents66,8
532,Residents150,7
538,Staff132,3
579,Residents101,2
582,Residents105,5
583,Residents103,5
597,Residents84,2
620,Residents158,8
630,Residents100,9
637,Residents15,6
641,Residents157,2
657,Residents160,2
660,Residents34,2
672,Residents104,3
785,Staff69,5
797,Residents55,5
803,Residents106,4
808,Residents37,6
817,Residents91,2
833,Staff112,2
837,Staff109,5
861,Residents90,3
869,Residents138,3
878,Residents47,3
879,Residents18,9
881,Residents40,5
888,Residents41,6
895,Residents54,3
904,Residents139,5
905,Residents45,2
906,Residents9,4
906,Residents48,4
955,Residents46,7
956,Residents172,9
960,Residents107,9
962,Residents146,5
995,Residents148,3
1030,Residents142,8
1051,Residents140,2
1114,Residents39,2
1125,Residents141,4
1140,Residents99,4
1140,Staff143,3
1284,Residents96,3
1300,Residents133,4
1303,Residents145,5
1331,Staff25,6
