cycle,name,latent_period
168,Residents146,3
312,Residents145,7
380,Residents79,8
629,Residents154,5
705,Staff92,4
777,Residents70,5
784,Staff69,2
793,Staff145,3
864,Staff136,9
889,Staff65,6
903,Staff85,5
916,Staff149,3
935,Staff24,4
937,Staff131,4
955,Staff21,3
966,Residents19,2
973,Residents101,3
1027,Staff34,5
1027,Staff160,3
1053,Residents22,9
1062,Residents89,8
1087,Residents131,8
1112,Residents29,4
1115,Residents23,8
1140,Residents130,4
1148,Staff155,3
1201,Residents163,7
1223,Residents13,5
1235,Residents170,4
1264,Staff158,2
1267,Staff94,4
1282,Residents14,5
1292,Staff162,5
1292,Staff110,5
1387,Staff82,4
