cycle,name,latent_period
72,Residents98,7
81,Residents123,7
135,Staff105,3
259,Residents125,3
297,Residents97,2
327,Residents136,9
437,Residents129,5
482,Residents166,8
483,Residents46,3
488,Residents12,5
491,Residents167,2
507,Residents109,2
521,Residents14,9
552,Residents113,4
557,Staff91,6
559,Residents112,3
563,Residents111,3
568,Residents49,2
569,Residents116,9
596,Residents165,8
603,Staff76,5
604,Staff52,4
618,Residents50,6
624,Residents48,3
627,Residents80,2
653,Residents37,2
687,Residents171,3
687,Residents157,3
694,Residents122,8
701,Staff103,5
702,Residents78,9
705,Residents38,5
712,Residents82,2
715,Residents17,3
720,Residents16,3
725,Staff80,9
755,Residents34,8
768,Staff124,5
782,Residents90,2
789,Residents0,2
796,Staff37,4
797,Residents66,6
804,Residents15,2
807,Residents73,4
817,Staff128,8
817,Staff126,4
817,Staff8,4
822,Residents131,8
826,Residents74,4
829,Residents156,2
835,Residents173,2
864,Residents72,2
865,Residents67,6
869,Residents69,6
875,Residents149,5
888,Residents148,6
896,Residents91,8
919,Residents77,2
924,Residents1,7
968,Residents75,4
987,Residents33,6
987,Residents35,6
992,Residents106,8
995,Residents105,3
995,Staff130,4
998,Residents172,5
1018,Residents128,6
1024,Residents107,5
1028,Residents130,6
1030,Residents147,4
1033,Residents32,3
1081,Residents31,3
1113,Residents30,2
1169,Residents2,3
1172,Staff137,2
1173,Residents29,9
1203,Residents170,4
1241,Residents28,7
1253,Residents7,4
1293,Residents6,7
1434,Residents118,4
1502,Residents81,2
