cycle,name,latent_period
84,Residents117,4
135,Residents116,2
179,Residents119,7
216,Staff48,4
243,Residents133,8
329,Residents23,7
331,Residents109,3
339,Residents149,8
357,Residents148,5
362,Residents144,8
378,Residents102,7
385,Residents81,7
392,Residents107,8
401,Staff166,6
415,Residents53,4
415,Residents104,3
415,Residents123,8
421,Residents75,3
429,Residents97,2
433,Staff17,5
442,Residents135,9
448,Residents79,3
450,Residents100,9
452,Residents77,5
453,Residents80,5
453,Staff91,5
454,Residents101,2
458,Residents136,2
459,Staff96,6
461,Residents51,2
461,Staff103,6
463,Staff55,8
464,Residents58,6
464,Staff16,2
467,Residents94,2
468,Residents62,2
468,Residents95,3
469,Residents134,5
472,Residents96,7
472,Staff140,2
474,Residents105,6
475,Residents106,6
476,Staff67,2
480,Residents147,5
481,Staff98,5
482,Residents132,6
483,Residents169,3
483,Staff18,4
492,Residents73,4
493,Residents0,3
494,Residents2,7
495,Staff4,4
495,Staff79,3
496,Residents163,8
498,Residents37,6
499,Residents98,2
500,Staff150,5
502,Residents66,2
507,Residents4,4
508,Residents142,2
516,Residents52,7
516,Residents137,4
518,Residents154,4
520,Residents88,2
521,Residents65,5
522,Residents59,3
524,Residents34,9
533,Residents170,7
535,Residents32,5
543,Residents22,4
547,Residents38,8
552,Residents129,4
554,Residents35,5
557,Residents164,6
559,Residents48,2
559,Residents60,5
560,Residents130,7
562,Residents61,7
564,Residents99,5
566,Residents131,7
566,Residents36,3
568,Staff24,3
569,Residents14,6
571,Residents12,3
577,Residents47,4
581,Residents93,8
581,Staff42,5
582,Residents76,2
587,Residents87,4
589,Residents78,4
594,Residents70,4
607,Residents67,5
640,Residents172,4
647,Staff32,4
648,Staff51,6
649,Residents155,4
670,Residents3,4
679,Residents151,4
691,Residents45,3
695,Residents56,3
713,Residents13,3
728,Residents69,7
730,Residents1,2
741,Residents55,5
743,Residents74,3
762,Residents71,6
763,Residents114,8
819,Residents54,7
848,Residents115,2
866,Residents46,2
962,Staff7,3
