cycle,name,latent_period
106,Residents112,3
303,Staff66,6
307,Staff33,4
307,Staff73,7
343,Staff115,6
350,Residents104,5
386,Staff53,9
413,Residents143,8
425,Staff101,9
435,Residents69,2
453,Residents84,5
464,Staff79,2
483,Residents47,9
494,Residents72,7
495,Residents49,2
495,Residents86,3
503,Residents89,5
533,Staff32,3
569,Residents117,9
578,Staff87,4
580,Residents50,3
585,Residents103,8
602,Staff4,3
602,Staff158,3
613,Residents79,3
613,Residents127,4
628,Staff134,2
629,Staff153,7
653,Staff152,5
671,Residents15,3
673,Residents78,2
687,Residents71,2
692,Staff60,7
693,Residents35,3
695,Residents118,5
700,Staff3,4
702,Residents148,6
703,Residents114,4
710,Residents0,4
720,Residents146,8
722,Residents77,3
729,Residents80,8
741,Staff58,4
744,Staff169,6
747,Residents97,8
749,Staff81,9
761,Staff95,2
764,Residents17,4
768,Residents24,5
771,Residents19,8
793,Staff111,4
803,Residents73,8
823,Residents95,8
834,Residents76,8
847,Residents93,6
850,Residents26,3
853,Staff154,9
869,Residents137,6
880,Residents129,6
888,Staff65,3
902,Residents120,8
905,Residents25,4
914,Staff52,5
927,Residents147,2
941,Staff31,9
956,Residents138,7
960,Staff108,2
965,Residents109,2
970,Residents98,2
977,Residents34,5
988,Staff137,3
989,Staff121,6
1048,Residents131,8
1115,Residents122,3
1143,Residents33,6
1147,Residents121,3
1278,Residents130,3
1280,Residents128,2
1331,Residents92,2
1367,Residents37,3
1393,Residents65,4
1484,Staff142,4
1603,Staff97,2
