seed,cycle,LastInfection,I,E,S_r,I_r,I_s,E_s,H,Cumulative_I,Cumulative_I_r,Cumulative_I_s,Cumulative_H,D,Tests_r,Tests_s,GlobalShedding_p,Introduction_p,TestingFreq,Test_sensitivity,PPE_OR,Vaccination_OR_S,vaccination_dist,VaccineEff
806.0,8,0,0,0,174,0,0,0,0,0,0,0,0,0,58,170,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,32,0,1,1,173,1,0,0,0,0,0,0,0,0,58,170,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,56,0,1,1,173,1,0,0,0,0,0,0,0,0,58,170,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,80,0,1,1,173,1,0,0,0,0,0,0,0,0,58,170,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,104,0,1,1,173,1,0,0,0,0,0,0,0,0,58,170,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,128,0,1,1,173,1,0,0,0,0,0,0,0,0,116,340,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,152,0,1,1,173,1,0,0,0,0,0,0,0,0,116,340,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,176,0,2,2,173,1,1,1,0,0,0,1,0,0,116,340,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,200,0,2,2,173,1,1,1,0,0,0,1,0,0,116,340,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,224,0,1,1,173,0,1,1,0,0,0,1,0,0,116,340,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,248,232,1,1,173,1,0,0,0,1,1,2,0,0,180,508,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,272,232,1,1,173,1,0,0,1,1,1,2,1,0,194,508,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,296,232,0,0,172,0,0,0,0,1,1,2,1,1,197,508,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,320,232,0,0,172,0,0,0,0,1,1,2,1,1,197,508,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,344,232,0,0,172,0,0,0,0,1,1,2,1,1,197,508,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,368,232,0,0,172,0,0,0,0,1,1,2,1,1,255,676,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,392,232,0,0,172,0,0,0,0,1,1,2,1,1,255,676,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
806.0,416,232,0,0,172,0,0,0,0,1,1,2,1,1,255,676,0.38,0.05,5,0.95,0.1467,0.0619,0.5,A
